campaign_id,course_campaign_name,user_id,user_name,campaign_date,digital_marketing_team,event_status,event_type,marketing_product,user_response_time
4290406513,email_podcasting_180,637,Vasili Mourge,5/7/2022,ind_bdq_digex,1,email_open,dummy_product,1651928635
9312209299,email_email_marketing_60,879,Melisse Daber,5/7/2022,ind_vtz_digex,1,email_open,dummy_product,1651975084
8565306445,email_podcasting_34,194,Christian Ingleston,5/8/2022,ind_vtz_digex,1,email_open,dummy_product,1651966392
9462637563,email_podcasting_70,686,Jasun McClune,5/7/2022,ind_bdq_digex,1,email_open,dummy_product,1651968262
5677699934,email_podcasting_112,486,Dalis Dunseath,5/4/2022,ind_bdq_digex,0,email_no_open,dummy_product,-1
8532570925,email_podcasting_121,937,Giacobo Warret,5/5/2022,ind_vtz_digex,1,email_open,dummy_product,1651818220
8533923481,email_podcasting_71,890,Harv Heathfield,5/7/2022,ind_vtz_digex,1,email_open,dummy_product,-1
1134471785,email_marketing_strategy_139,208,Celestina Marzelli,5/3/2022,ind_bdq_digex,0,email_no_open,dummy_product,-1
5683190452,email_podcasting_64,291,Blondell Morrallee,5/1/2022,ind_vtz_digex,0,email_no_open,dummy_product,-1
2599828201,email_youtube_marketing_151,947,Roxy Hardi,5/1/2022,ind_stv_digex,1,email_open,dummy_product,1651446933
5788969034,email_podcasting_71,305,Rosanne Cristofaro,5/6/2022,ind_bdq_digex,1,email_open,dummy_product,1651891438
3161021908,email_email_marketing_112,924,Dar Kill,5/8/2022,ind_vtz_digex,1,email_open,dummy_product,1652094994
1344154328,email_podcasting_153,193,Dru McKim,5/1/2022,ind_vtz_digex,1,email_open,dummy_product,-1
1087412609,email_podcasting_166,536,Kelcie Jumeau,5/4/2022,ind_vtz_digex,1,email_open,dummy_product,1651704221
8474770181,email_podcasting_64,817,Darcy Thripp,5/6/2022,ind_bdq_digex,1,email_open,dummy_product,1651934010
6213860770,email_podcasting_82,851,Gabie O'Grady,5/6/2022,ind_stv_digex,1,email_open,dummy_product,1651927496
1960027743,email_podcasting_165,111,Christan Wynett,5/5/2022,ind_stv_digex,1,email_open,dummy_product,1651820637
8645731029,email_copywriting_190,655,Perceval Rossbrooke,5/1/2022,ind_vtz_digex,0,email_no_open,dummy_product,-1
3185356373,email_podcasting_46,751,Harland Farley,5/2/2022,ind_bdq_digex,0,email_no_open,dummy_product,-1
4556032776,email_podcasting_111,91,Martelle Goforth,5/2/2022,ind_vtz_digex,0,email_no_open,dummy_product,-1
8901635925,email_youtube_marketing_26,671,Petr Eplett,5/8/2022,ind_vtz_digex,1,email_open,dummy_product,1652006046
2626381896,email_podcasting_51,194,Christian Ingleston,5/6/2022,ind_bdq_digex,0,email_no_open,dummy_product,-1
4421039322,email_podcasting_150,908,Fran Balme,5/7/2022,ind_vtz_digex,1,email_open,dummy_product,1651951397
