campaign_id,course_campaign_name,user_id,user_name,campaign_date,digital_marketing_team,event_status,event_type,marketing_product,user_response_time
4290406513,email_podcasting_180,637,Vasili Mourge,5/7/2022,ind_bdq_digex,1,email_sent,dummy_product,1651867728
9312209299,email_email_marketing_60,879,Melisse Daber,5/7/2022,ind_vtz_digex,0,email_bounce,dummy_product,-1
8565306445,email_podcasting_34,194,Christian Ingleston,5/8/2022,ind_vtz_digex,1,email_sent,dummy_product,1652016459
9462637563,email_podcasting_70,686,Jasun McClune,5/7/2022,ind_bdq_digex,0,email_bounce,dummy_product,-1
5677699934,email_podcasting_112,486,Dalis Dunseath,5/4/2022,ind_bdq_digex,1,email_sent,dummy_product,1651652918
6766290285,email_marketing_strategy_177,978,Alicea Rowes,5/4/2022,ind_vtz_digex,1,email_sent,dummy_product,1651616166
8532570925,email_podcasting_121,937,Giacobo Warret,5/5/2022,ind_vtz_digex,1,email_sent,dummy_product,1651720371
8533923481,email_podcasting_71,890,Harv Heathfield,5/7/2022,ind_vtz_digex,1,email_sent,dummy_product,1651871872
1134471785,email_marketing_strategy_139,208,Celestina Marzelli,5/3/2022,ind_bdq_digex,1,email_sent,dummy_product,1651583758
5683190452,email_podcasting_64,291,Blondell Morrallee,5/1/2022,ind_vtz_digex,1,email_sent,dummy_product,1651356807
2599828201,email_youtube_marketing_151,947,Roxy Hardi,5/1/2022,ind_stv_digex,1,email_sent,dummy_product,1651403647
5788969034,email_podcasting_71,305,Rosanne Cristofaro,5/6/2022,ind_bdq_digex,1,email_sent,dummy_product,1651834799
3161021908,email_email_marketing_112,924,Dar Kill,5/8/2022,ind_vtz_digex,1,email_sent,dummy_product,1651995884
1344154328,email_podcasting_153,193,Dru McKim,5/1/2022,ind_vtz_digex,1,email_sent,dummy_product,1651418253
8362875321,email_podcasting_56,241,Justen Templeman,5/4/2022,ind_vtz_digex,1,email_sent,dummy_product,1651641354
1087412609,email_podcasting_166,536,Kelcie Jumeau,5/4/2022,ind_vtz_digex,1,email_sent,dummy_product,1651643584
1795475986,email_youtube_marketing_72,111,Christan Wynett,5/4/2022,ind_stv_digex,1,email_sent,dummy_product,1651686157
8474770181,email_podcasting_64,817,Darcy Thripp,5/6/2022,ind_bdq_digex,1,email_sent,dummy_product,1651777746
6213860770,email_podcasting_82,851,Gabie O'Grady,5/6/2022,ind_stv_digex,1,email_sent,dummy_product,1651805165
1960027743,email_podcasting_165,111,Christan Wynett,5/5/2022,ind_stv_digex,1,email_sent,dummy_product,1651768233
8645731029,email_copywriting_190,655,Perceval Rossbrooke,5/1/2022,ind_vtz_digex,1,email_sent,dummy_product,1651352613
3185356373,email_podcasting_46,751,Harland Farley,5/2/2022,ind_bdq_digex,1,email_sent,dummy_product,1651472577
4556032776,email_podcasting_111,91,Martelle Goforth,5/2/2022,ind_vtz_digex,1,email_sent,dummy_product,1651484192
8901635925,email_youtube_marketing_26,671,Petr Eplett,5/8/2022,ind_vtz_digex,1,email_sent,dummy_product,1651988987
2626381896,email_podcasting_51,194,Christian Ingleston,5/6/2022,ind_bdq_digex,1,email_sent,dummy_product,1651781652
4421039322,email_podcasting_150,908,Fran Balme,5/7/2022,ind_vtz_digex,1,email_sent,dummy_product,1651882745
8778602262,email_youtube_marketing_48,496,Nester Cockle,5/2/2022,ind_myq_digex,1,email_sent,dummy_product,1651433009
0863028489,email_podcasting_39,158,Maurits Jurgensen,5/7/2022,ind_vtz_digex,1,email_sent,dummy_product,1651940632
4652376596,email_podcasting_198,802,Keane Whatson,5/2/2022,ind_stv_digex,1,email_sent,dummy_product,1651475878
8718651100,email_podcasting_96,947,Roxy Hardi,5/4/2022,ind_bdq_digex,1,email_sent,dummy_product,1651614921
8247153211,email_podcasting_38,612,Massimiliano Rodliff,5/8/2022,ind_bdq_digex,1,email_sent,dummy_product,1651965857
2218349590,email_podcasting_38,270,Olvan Dancer,5/4/2022,ind_stv_digex,1,email_sent,dummy_product,1651633027
6664691825,email_podcasting_146,594,Mitchael Bowgen,5/3/2022,ind_vtz_digex,0,email_bounce,dummy_product,-1
9711293374,email_youtube_marketing_92,682,Conway Fitter,5/5/2022,ind_bdq_digex,1,email_sent,dummy_product,1651712647
0010881255,email_email_marketing_13,925,Renaud Awcoate,5/4/2022,ind_vtz_digex,1,email_sent,dummy_product,1651644251
8922521961,email_podcasting_7,451,Maximilianus Gumary,5/7/2022,ind_stv_digex,1,email_sent,dummy_product,1651936731
4682767542,email_email_marketing_43,674,Harlen Poad,5/5/2022,ind_ccu_digex,0,email_bounce,dummy_product,-1
1045391123,email_podcasting_94,645,Ashleigh Peasey,5/7/2022,ind_vtz_digex,1,email_sent,dummy_product,1651924944
4042659861,email_email_marketing_130,312,Meghan Greenig,5/4/2022,ind_vtz_digex,1,email_sent,dummy_product,1651677634
5705043767,email_email_marketing_146,367,Alwin Sainte Paul,5/7/2022,ind_vtz_digex,1,email_sent,dummy_product,1651882222
8362875321,email_podcasting_56,302,Chev Franses,5/4/2022,ind_vtz_digex,1,email_sent,dummy_product,1651658193
4345817242,email_youtube_marketing_141,828,Mari Whitter,5/1/2022,ind_vtz_digex,0,email_bounce,dummy_product,-1
